id,family,find,help,life,love,must,new,one,world,young
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.7300048626889085,0.6834419510467205,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.5278118229816946,0.0,0.5151453346498391,0.48228710599115165,0.0,0.0,0.0,0.0,0.4726934642069057,0.0
80,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.7631257222903434,0.0,0.0,0.0,0.0,0.0,0.6462500537553879,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.7071067811865475,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.7334472901175592,0.0,0.0,0.0,0.6797463296106931
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91,0.0,0.0,0.6683498136359288,0.0,0.7438471123912621,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.2856396720536361,0.8022609632172053,0.0,0.0,0.0,0.0,0.5242016068717198,0.0
94,0.0,0.0,0.0,0.2619106886744972,0.9340678995623227,0.0,0.2427343201223946,0.0,0.0,0.0
95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97,0.0,0.7144760399068412,0.0,0.0,0.0,0.0,0.0,0.6996599090980116,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100,0.0,0.5075495165817587,0.0,0.0,0.7878081061786179,0.0,0.307089128846707,0.16567481100352235,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.5621665559500726,0.6065785412809027,0.0,0.5621665559500726
103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.5994768168678938,0.0,0.0,0.0,0.0,0.0,0.5870454315736667,0.0,0.5440636059381522
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.8487933662002297,0.0,0.0,0.38779170752243075,0.0,0.0,0.0,0.0,0.0,0.35939868262323954
107,0.0,0.0,0.0,0.0,0.7715774907697887,0.0,0.0,0.0,0.6361353438831998,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
113,0.7311411217051567,0.6822262529042146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
116,0.0,0.0,0.7300048626889085,0.0,0.0,0.6834419510467205,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.7405025791226062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6720535174469131
119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
